date,amount,description,key,Status
2025-02-28,896.37,"invoice payment - tran, kim and valencia",,Only in ERP
2025-01-17,2822.66,insurance payout jones inc,,Only in ERP
2025-02-01,9609.15,"invoice txn hoffman, smith and white",,Only in ERP
2025-02-16,631.59,"service fee benitez, ramirez and robertson",,Only in ERP
2025-02-27,1124.67,"bank charges nguyen, clements and castro",,Only in ERP
2025-03-01,2627.73,invoice payment - garner and sons,,Only in ERP
2025-01-05,6933.78,salary txn jones-reynolds,,Only in ERP
2025-01-10,3675.14,"salary txn kirk, dean and pena",,Only in ERP
2025-01-22,1833.19,insurance payout ross-riley,,Only in ERP
2025-03-25,9645.76,salary transfer - waters-rodriguez,,Only in ERP
2025-02-02,5208.34,"customer refund bush, rivera and parker",,Only in ERP
2025-04-03,1467.02,salary transfer - best and sons,,Only in ERP
2025-02-26,1425.96,travel expense gilmore-washington,,Only in ERP
2025-02-02,9416.53,"equipment purchase solomon, edwards and bennett",,Only in ERP
2025-03-06,9657.0,"bank charges brown, brown and brown",,Only in ERP
2025-03-12,8353.88,travel expense butler-colon,,Only in ERP
2025-02-23,5914.67,"office rent gonzalez, estes and hess",,Only in ERP
2025-03-20,5981.39,"service fee williams, collins and tate",,Only in ERP
2025-01-11,9105.32,bank charges kramer and sons,,Only in ERP
2025-01-11,4363.01,office rent kidd group,,Only in ERP
2025-01-12,6744.72,service fee nunez-delgado,,Only in ERP
2025-03-07,8901.07,"customer refund - webb, bates and miranda",,Only in ERP
2025-01-12,6495.65,service fee peterson-higgins,,Only in ERP
2025-02-07,2870.56,office rent - castro plc,,Only in ERP
2025-02-28,8106.05,equipment purchase - hernandez-medina,,Only in ERP
2025-03-30,5054.61,bank charges lane-lopez,,Only in ERP
2025-02-04,5625.06,salary transfer - coleman-mayo,,Only in ERP
2025-02-16,5466.23,"invoice txn bishop, gonzales and cox",,Only in ERP
2025-01-13,7275.95,"customer refund - kim, smith and mayer",,Only in ERP
2025-01-18,225.38,"office rent - alexander, greer and summers",,Only in ERP
2025-03-30,7269.22,customer refund green inc,,Only in ERP
2025-02-21,6827.23,customer refund daniels-johnson,,Only in ERP
2025-01-25,6848.96,"customer refund - walker, tyler and edwards",,Only in ERP
2025-01-28,8488.02,"bank charges - alvarez, schwartz and myers",,Only in ERP
2025-02-26,7562.19,bank charges - brown inc,,Only in ERP
2025-01-16,522.69,equipment purchase gross and sons,,Only in ERP
2025-01-17,5990.91,vendor txn boyd inc,,Only in ERP
2025-01-22,2644.0,equipment purchase burnett-perez,,Only in ERP
2025-01-11,3173.04,"equipment purchase barton, moore and mcdowell",,Only in ERP
2025-01-09,1763.09,insurance payout - sanders plc,,Only in ERP
2025-03-12,7628.77,salary transfer - martin inc,,Only in ERP
2025-03-31,1796.7,equipment purchase johnson group,,Only in ERP
2025-02-04,4268.91,equipment purchase - glenn llc,,Only in ERP
2025-02-20,3025.87,invoice txn johnson plc,,Only in ERP
2025-02-24,8042.13,salary txn harper-horton,,Only in ERP
2025-02-12,8090.37,travel expense webb-evans,,Only in ERP
2025-01-16,2922.12,office rent berger-evans,,Only in ERP
2025-01-14,4736.48,vendor payment - johnson-simmons,,Only in ERP
2025-01-05,7515.34,invoice txn kennedy and sons,,Only in ERP
2025-03-12,455.4,vendor payment - welch group,,Only in ERP
2025-01-08,5352.03,invoice payment - powers-woodward,,Only in ERP
2025-01-19,1003.01,"salary txn tucker, maldonado and frazier",,Only in ERP
2025-02-09,9680.2,service fee fitzgerald llc,,Only in ERP
2025-02-03,3469.35,insurance payout fox-singh,,Only in ERP
2025-02-02,1117.76,travel expense hale plc,,Only in ERP
2025-02-25,4502.49,"salary txn campbell, martinez and roberts",,Only in ERP
2025-01-06,9687.15,insurance payout young plc,,Only in ERP
2025-03-24,4489.97,office rent miller ltd,,Only in ERP
2025-03-17,8809.17,office rent lee group,,Only in ERP
2025-01-30,2729.58,office rent manning llc,,Only in ERP
2025-02-19,4146.82,bank charges williams-nunez,,Only in ERP
2025-01-30,8402.88,"bank charges coleman, brown and owen",,Only in ERP
2025-03-29,6044.07,vendor txn blake inc,,Only in ERP
2025-03-30,2575.97,travel expense meyers-robinson,,Only in ERP
2025-01-10,8567.65,vendor payment - powers plc,,Only in ERP
2025-03-18,1527.5,"service fee humphrey, hart and stewart",,Only in ERP
2025-01-29,958.21,"vendor txn bray, elliott and white",,Only in ERP
2025-03-22,1611.54,"vendor payment - knight, mills and miller",,Only in ERP
2025-03-17,3891.41,"service fee - smith, white and hansen",,Only in ERP
2025-02-08,2824.02,"customer refund hammond, dominguez and moss",,Only in ERP
2025-02-21,8662.61,invoice txn brewer-santiago,,Only in ERP
2025-03-12,8181.22,invoice txn smith and sons,,Only in ERP
2025-02-22,1286.88,insurance payout - pope-randall,,Only in ERP
2025-03-26,9702.57,vendor txn scott plc,,Only in ERP
2025-02-28,827.56,vendor payment - fitzgerald ltd,,Only in ERP
2025-02-08,8589.66,office rent yang inc,,Only in ERP
2025-01-21,7146.91,office rent robinson inc,,Only in ERP
2025-02-02,7891.5,invoice txn lee inc,,Only in ERP
2025-01-27,6906.22,"travel expense santiago, butler and woods",,Only in ERP
2025-01-15,1613.13,office rent cross-li,,Only in ERP
2025-01-13,2448.34,insurance payout - compton inc,,Only in ERP
2025-03-22,5311.91,"bank charges - robinson, roy and williams",,Only in ERP
2025-01-31,2500.33,customer refund moss-collins,,Only in ERP
2025-04-01,3681.67,insurance payout white-rice,,Only in ERP
2025-03-06,2101.35,"customer refund jimenez, beck and moore",,Only in ERP
2025-02-05,180.17,invoice txn white-dunlap,,Only in ERP
2025-03-15,1751.97,travel expense - lopez ltd,,Only in ERP
2025-02-22,3600.62,service fee kelley llc,,Only in ERP
2025-03-21,4200.83,equipment purchase - garrison group,,Only in ERP
2025-02-15,2481.59,service fee ayers-davis,,Only in ERP
2025-03-14,6849.82,office rent smith llc,,Only in ERP
2025-01-25,2242.21,"equipment purchase sullivan, sullivan and wade",,Only in ERP
2025-02-10,5800.02,insurance payout wallace llc,,Only in ERP
2025-02-06,8474.74,"travel expense coffey, franco and lindsey",,Only in ERP
2025-01-21,8095.21,"travel expense jones, lewis and armstrong",,Only in ERP
2025-02-02,4660.19,office rent hill-williams,,Only in ERP
2025-01-09,2999.04,office rent - snyder-pineda,,Only in ERP
2025-01-16,6976.73,travel expense - gardner inc,,Only in ERP
2025-02-12,5317.82,customer refund - simon-price,,Only in ERP
2025-01-27,6988.71,insurance payout - wheeler-ferguson,,Only in ERP
2025-01-08,1182.09,customer refund - freeman plc,,Only in ERP
2025-01-12,4888.26,insurance payout - chambers and sons,,Only in ERP
2025-04-01,2943.15,insurance payout - lewis-ryan,,Only in ERP
2025-02-10,2670.63,insurance payout - larson-green,,Only in ERP
2025-03-21,3603.15,office rent - ward llc,,Only in ERP
2025-03-20,5670.08,customer refund - vaughan ltd,,Only in ERP
2025-03-22,5027.64,office rent - thomas-hicks,,Only in ERP
2025-03-20,2403.94,travel expense - smith-garcia,,Only in ERP
2025-01-25,115.65,"invoice payment - romero, calderon and gutierrez",,Only in ERP
2025-03-01,6292.06,vendor payment - schultz llc,,Only in ERP
2025-01-27,8015.69,service fee - mayo-frank,,Only in ERP
2025-02-22,550.37,"bank charges - odonnell, bradley and mccall",,Only in ERP
2025-03-13,8079.83,salary transfer - ruiz ltd,,Only in ERP
2025-01-02,6442.12,travel expense - hoffman and sons,,Only in ERP
2025-02-02,7922.94,"travel expense - pham, edwards and ryan",,Only in ERP
2025-02-08,5116.23,bank charges - allen group,,Only in ERP
2025-01-01,1226.98,"bank charges - bennett, stark and walker",,Only in ERP
2025-02-13,4020.89,"insurance payout - ferguson, davis and allen",,Only in ERP
2025-03-20,9605.12,office rent - hays inc,,Only in ERP
2025-01-25,3372.1,bank charges - holder-young,,Only in ERP
2025-03-28,4843.17,equipment purchase - dorsey ltd,,Only in ERP
2025-01-05,6491.96,equipment purchase - kidd-christensen,,Only in ERP
2025-01-20,6309.28,customer refund - johnson llc,,Only in ERP
2025-02-12,4678.45,service fee - blair-white,,Only in ERP
2025-01-08,8367.55,"travel expense - moore, roman and palmer",,Only in ERP
2025-03-14,7277.15,"bank charges - dixon, martinez and smith",,Only in ERP
2025-03-13,5405.27,salary transfer - carney group,,Only in ERP
2025-03-15,6886.38,"bank charges - duncan, blackwell and nicholson",,Only in ERP
2025-01-09,9699.17,travel expense - giles-carpenter,,Only in ERP
2025-01-04,3457.61,service fee - garza-garcia,,Only in ERP
2025-03-22,5389.3,"office rent - nelson, skinner and burns",,Only in ERP
2025-03-15,6096.32,"office rent - avila, schmidt and smith",,Only in ERP
2025-03-18,1256.76,"travel expense - green, ewing and taylor",,Only in ERP
2025-04-01,8592.41,invoice payment - jackson-wright,,Only in ERP
2025-02-04,4197.31,equipment purchase - johnson group,,Only in ERP
2025-01-31,3778.68,travel expense - stevenson inc,,Only in ERP
2025-01-28,5298.49,office rent - lopez and sons,,Only in ERP
2025-01-15,3804.74,invoice payment - smith plc,,Only in ERP
2025-01-26,9142.2,equipment purchase - bell-baker,,Only in ERP
2025-03-06,346.85,equipment purchase - mcdonald-valencia,,Only in ERP
2025-03-06,1625.37,bank charges - perez-bailey,,Only in ERP
2025-03-03,7351.17,customer refund - williams-ho,,Only in ERP
2025-02-09,7777.78,office rent - stafford-robinson,,Only in ERP
2025-01-13,8239.17,customer refund - carter llc,,Only in ERP
2025-03-28,9927.93,salary transfer - richardson-rocha,,Only in ERP
2025-01-05,4647.75,customer refund - todd-williams,,Only in ERP
2025-01-15,140.69,"invoice payment - green, larsen and olson",,Only in ERP
2025-03-29,8496.43,vendor payment - white-shaw,,Only in ERP
2025-02-12,4722.07,"invoice payment - atkinson, glover and burton",,Only in ERP
2025-01-14,5253.72,travel expense - gomez group,,Only in ERP
2025-01-03,5817.84,travel expense - mullen-wells,,Only in ERP
2025-03-23,8932.14,bank charges - taylor-andrade,,Only in ERP
2025-01-26,2006.2,travel expense - abbott-vaughn,,Only in ERP
2025-03-10,3259.58,"equipment purchase - johnson, miller and dickson",,Only in ERP
2025-03-27,1264.74,office rent - rodriguez-sullivan,,Only in ERP
2025-01-21,2809.01,"invoice payment - grant, simmons and lindsey",,Only in ERP
2025-03-21,5640.3,vendor payment - lynn llc,,Only in ERP
2025-01-27,5471.03,customer refund - hines inc,,Only in ERP
2025-02-10,2783.42,travel expense - jordan-martin,,Only in ERP
2025-03-15,2523.77,vendor payment - johnson plc,,Only in ERP
2025-02-09,6171.3,bank charges - vazquez-cain,,Only in ERP
2025-03-11,4492.11,office rent - mcclure-thomas,,Only in ERP
2025-01-04,4760.28,invoice payment - lyons-martin,,Only in ERP
2025-01-14,3897.64,vendor payment - jackson llc,,Only in ERP
2025-02-24,3979.98,insurance payout - valdez plc,,Only in ERP
2025-03-17,6331.76,equipment purchase - nelson and sons,,Only in ERP
2025-03-20,3620.68,"bank charges - carpenter, lowery and smith",,Only in ERP
2025-01-26,7157.7,customer refund - bowman ltd,,Only in ERP
2025-01-11,9739.45,equipment purchase - thomas inc,,Only in ERP
2025-03-14,1404.77,"equipment purchase - bush, atkinson and carter",,Only in ERP
2025-01-13,4610.28,"equipment purchase - wood, ortiz and weber",,Only in ERP
2025-03-02,2393.77,salary transfer - obrien llc,,Only in ERP
2025-01-19,8624.85,insurance payout - jackson llc,,Only in ERP
2025-02-03,9137.33,"service fee - james, roberson and doyle",,Only in ERP
2025-01-24,7026.18,"bank charges - roman, mccarthy and walker",,Only in ERP
2025-02-11,4587.5,"invoice payment - carpenter, johnson and schultz",,Only in ERP
2025-01-09,4805.81,bank charges - carter plc,,Only in ERP
2025-03-03,4666.29,office rent - thomas plc,,Only in ERP
2025-02-06,7702.62,"insurance payout - collins, richardson and evans",,Only in ERP
2025-03-15,1361.2,vendor payment - richmond and sons,,Only in ERP
2025-02-21,8193.77,vendor payment - duffy-frost,,Only in ERP
2025-02-11,5605.88,vendor payment - hernandez plc,,Only in ERP
2025-02-08,5374.18,service fee - martin-arnold,,Only in ERP
2025-03-17,4193.07,"insurance payout - ramirez, bradley and moss",,Only in ERP
2025-02-01,5524.7,"equipment purchase - andrews, pearson and howard",,Only in ERP
2025-02-19,753.99,salary transfer - villegas-butler,,Only in ERP
2025-03-30,5950.6,service fee - pham-clark,,Only in ERP
2025-03-14,7894.54,customer refund - pope-charles,,Only in ERP
2025-03-30,2437.93,vendor payment - mullen-hunt,,Only in ERP
2025-03-15,8383.81,vendor payment - salazar-preston,,Only in ERP
2025-03-17,6001.15,bank charges - pierce and sons,,Only in ERP
2025-03-13,1066.77,equipment purchase - rogers and sons,,Only in ERP
2025-01-23,3149.55,service fee - stephens llc,,Only in ERP
2025-01-09,6022.77,insurance payout - waller-bond,,Only in ERP
2025-02-18,3341.34,invoice payment - carrillo-greene,,Only in ERP
2025-01-12,2254.36,office rent - green-colon,,Only in ERP
2025-03-16,9042.23,"invoice payment - michael, allen and gonzalez",,Only in ERP
2025-01-19,6642.73,equipment purchase - delacruz group,,Only in ERP
2025-03-10,2985.88,insurance payout - wood-fry,,Only in ERP
2025-03-15,4526.88,"salary transfer - ramirez, underwood and anderson",,Only in ERP
2025-03-29,8786.51,travel expense - travis-taylor,,Only in ERP
2025-03-14,7964.03,"travel expense - waters, wagner and salinas",,Only in ERP
2025-02-25,7206.13,bank charges - martin and sons,,Only in ERP
2025-01-12,5869.0,insurance payout - flores plc,,Only in ERP
2025-03-07,4101.55,"office rent - hall, bennett and hill",,Only in ERP
2025-02-07,717.86,customer refund - bush-franklin,,Only in ERP
2025-01-07,108.35,"customer refund - hall, estrada and gould",,Only in ERP
2025-02-15,1186.01,travel expense - brown-nunez,,Only in ERP
2025-01-04,2428.89,insurance payout - marshall-george,,Only in ERP
2025-02-20,6289.62,service fee - pineda-riley,,Only in ERP
2025-02-21,3877.49,customer refund - nelson group,,Only in ERP
2025-01-28,6658.63,"equipment purchase - deleon, rodriguez and owens",,Only in ERP
2025-01-18,1963.45,"service fee - yoder, wolf and wolf",,Only in ERP
2025-02-16,8415.63,office rent - thomas ltd,,Only in ERP
2025-02-06,9974.81,"office rent - ochoa, johnson and shepard",,Only in ERP
2025-01-18,214.87,"invoice payment - thomas, wilson and curtis",,Only in ERP
2025-01-19,7241.26,equipment purchase - mcbride inc,,Only in ERP
2025-03-26,4423.68,office rent - rodriguez ltd,,Only in ERP
2025-01-11,1458.48,service fee - hogan-parker,,Only in ERP
2025-02-28,8946.47,insurance payout - andrade plc,,Only in ERP
2025-02-24,6270.16,"equipment purchase - stone, bowers and smith",,Only in ERP
2025-03-07,4298.83,equipment purchase - chapman-mitchell,,Only in ERP
2025-02-19,3617.54,"office rent - rojas, wilson and vega",,Only in ERP
2025-02-24,6085.28,insurance payout - lozano inc,,Only in ERP
2025-03-05,8483.36,salary transfer - sanchez-jackson,,Only in ERP
2025-03-06,2765.58,"customer refund - butler, smith and bailey",,Only in ERP
2025-03-15,3733.0,invoice payment - harper-fleming,,Only in ERP
2025-03-14,4884.35,bank charges - short llc,,Only in ERP
2025-01-15,5844.66,"vendor payment - bass, lambert and mcfarland",,Only in ERP
2025-01-19,7328.84,"customer refund - sandoval, lambert and alexander",,Only in ERP
2025-02-05,4702.87,"vendor payment - yang, deleon and rocha",,Only in ERP
2025-03-08,8910.16,vendor payment - shea inc,,Only in ERP
2025-02-01,4777.27,vendor payment - tran llc,,Only in ERP
2025-03-29,6373.51,insurance payout - green-moody,,Only in ERP
2025-02-09,6169.09,bank charges - williams and sons,,Only in ERP
2025-03-10,7807.42,equipment purchase - powers-kerr,,Only in ERP
2025-02-28,5175.36,equipment purchase - smith-garrett,,Only in ERP
2025-03-15,7364.76,service fee - shaw and sons,,Only in ERP
2025-02-15,9609.75,travel expense - jones-villa,,Only in ERP
2025-02-07,1758.33,insurance payout - brown inc,,Only in ERP
2025-02-08,7297.02,"insurance payout - fletcher, mccarty and rivera",,Only in ERP
2025-02-03,708.04,equipment purchase - brown-watson,,Only in ERP
2025-03-16,1773.88,invoice payment - english group,,Only in ERP
2025-03-26,9904.61,"insurance payout - clements, baker and griffin",,Only in ERP
2025-01-04,2939.47,"vendor payment - ramos, brooks and olson",,Only in ERP
2025-01-17,5105.4,travel expense - myers inc,,Only in ERP
2025-02-02,1412.13,travel expense - sparks group,,Only in ERP
2025-02-05,8592.8,invoice payment - ray llc,,Only in ERP
2025-01-15,6077.83,insurance payout - gomez and sons,,Only in ERP
2025-01-20,6625.64,bank charges - chambers-cooper,,Only in ERP
2025-01-23,2686.4,salary transfer - robertson group,,Only in ERP
2025-03-04,1890.01,customer refund - walters-myers,,Only in ERP
2025-01-05,3494.2,vendor payment - jones-stevenson,,Only in ERP
2025-01-19,5995.89,"office rent - young, carroll and pearson",,Only in ERP
2025-03-05,7552.34,"service fee - cox, wilson and bryant",,Only in ERP
2025-02-19,2455.68,equipment purchase - holland and sons,,Only in ERP
2025-03-23,1756.1,insurance payout - guerrero and sons,,Only in ERP
2025-02-14,637.83,travel expense - richardson inc,,Only in ERP
2025-01-15,619.98,"equipment purchase - phillips, gonzalez and bowman",,Only in ERP
2025-02-21,4814.7,equipment purchase - prince-camacho,,Only in ERP
2025-03-10,2413.25,"service fee - phillips, curry and barajas",,Only in ERP
2025-03-02,2699.99,customer refund - hansen group,,Only in ERP
2025-02-25,217.44,equipment purchase - thornton-phillips,,Only in ERP
2025-02-18,6817.08,customer refund - moore group,,Only in ERP
2025-03-29,9563.12,vendor payment - nielsen and sons,,Only in ERP
2025-03-10,6410.5,service fee - johnson llc,,Only in ERP
2025-03-20,9188.62,travel expense - white-wilson,,Only in ERP
2025-02-12,2776.23,vendor payment - harris inc,,Only in ERP
2025-02-02,6578.0,service fee - rose and sons,,Only in ERP
2025-03-01,7754.2,"salary transfer - frye, knight and harvey",,Only in ERP
2025-03-28,5928.37,salary transfer - walker inc,,Only in ERP
2025-03-08,3440.33,office rent - bradley ltd,,Only in ERP
2025-02-10,5521.36,invoice payment - wilson llc,,Only in ERP
2025-01-09,218.42,vendor payment - wright plc,,Only in ERP
2025-03-09,1128.68,equipment purchase - wheeler-ortiz,,Only in ERP
2025-02-14,2272.22,"travel expense - dunn, guzman and snyder",,Only in ERP
2025-02-02,2011.49,"invoice payment - moreno, lee and wright",,Only in ERP
2025-03-21,1010.22,"insurance payout - mcdowell, turner and wright",,Only in ERP
2025-03-26,8950.27,"salary transfer - weaver, morris and richardson",,Only in ERP
2025-03-18,6417.02,"vendor payment - burke, clarke and myers",,Only in ERP
2025-01-12,8578.76,office rent - padilla inc,,Only in ERP
2025-02-18,6598.31,insurance payout - munoz-carter,,Only in ERP
2025-01-24,8970.42,office rent - meyer-larson,,Only in ERP
2025-02-02,3016.23,vendor payment - griffin-johnson,,Only in ERP
2025-03-23,4589.09,travel expense - perry llc,,Only in ERP
2025-02-24,6952.99,bank charges - liu and sons,,Only in ERP
2025-02-02,1703.46,vendor payment - stewart inc,,Only in ERP
2025-02-05,7793.35,service fee - villarreal group,,Only in ERP
2025-02-19,3393.28,invoice payment - hernandez-brewer,,Only in ERP
2025-02-03,9560.5,travel expense - weber-pennington,,Only in ERP
2025-01-23,4461.69,"equipment purchase - warren, huffman and torres",,Only in ERP
2025-01-26,6141.99,"office rent - ramirez, castro and blair",,Only in ERP
2025-03-24,4971.37,"office rent - cox, mcdonald and gray",,Only in ERP
2025-03-11,7710.2,salary transfer - morgan llc,,Only in ERP
2025-03-20,6469.05,equipment purchase - fisher-martin,,Only in ERP
2025-02-03,1122.54,vendor payment - knight plc,,Only in ERP
2025-01-10,5756.31,"travel expense - reese, stewart and stone",,Only in ERP
2025-02-27,285.77,equipment purchase - dixon inc,,Only in ERP
2025-01-20,6563.37,"invoice payment - weber, west and wagner",,Only in ERP
2025-01-05,6679.6,travel expense - clark-park,,Only in ERP
2025-01-20,7030.55,service fee - richardson inc,,Only in ERP
2025-03-15,136.67,"equipment purchase - krause, price and washington",,Only in ERP
2025-03-03,4416.97,vendor payment - stein group,,Only in ERP
2025-03-11,2335.88,"service fee - rosales, gonzalez and porter",,Only in ERP
2025-03-30,8197.97,equipment purchase - benson plc,,Only in ERP
2025-01-16,5715.71,bank charges - robbins-hernandez,,Only in ERP
2025-02-12,6850.17,service fee - baldwin-martin,,Only in ERP
2025-01-08,6359.5,vendor payment - miller-peck,,Only in ERP
2025-02-16,5392.8,bank charges - medina-guerrero,,Only in ERP
2025-01-11,8427.7,"travel expense - miller, bell and kelly",,Only in ERP
2025-03-24,2110.89,customer refund - harris-russell,,Only in ERP
2025-01-06,9678.38,salary transfer - roberts inc,,Only in ERP
2025-02-08,6989.23,"vendor payment - cain, ferguson and johns",,Only in ERP
2025-03-22,6919.54,equipment purchase - smith-hess,,Only in ERP
2025-01-11,8863.62,equipment purchase - baxter group,,Only in ERP
2025-01-25,1485.44,"salary transfer - crawford, shepard and thompson",,Only in ERP
2025-01-04,7225.42,insurance payout - campbell-mcmillan,,Only in ERP
2025-01-31,4943.4,vendor payment - gomez-morales,,Only in ERP
2025-03-11,6469.74,equipment purchase - jimenez group,,Only in ERP
2025-03-10,9653.04,equipment purchase - allen ltd,,Only in ERP
2025-01-03,466.72,invoice payment - lynch plc,,Only in ERP
2025-02-13,7899.01,"invoice payment - hardy, hayden and young",,Only in ERP
2025-02-21,1270.05,"customer refund - higgins, whitehead and martin",,Only in ERP
2025-02-28,9406.89,customer refund - taylor inc,,Only in ERP
2025-01-20,7436.41,"salary transfer - castillo, fernandez and rivera",,Only in ERP
2025-01-10,465.09,"office rent - green, walls and brown",,Only in ERP
2025-03-04,6572.93,"equipment purchase - allen, taylor and franco",,Only in ERP
2025-03-21,553.44,"office rent - garcia, murphy and daniels",,Only in ERP
2025-01-02,1805.27,invoice payment - white plc,,Only in ERP
2025-02-09,8225.32,"vendor payment - walters, rodriguez and manning",,Only in ERP
2025-02-28,6151.14,"insurance payout - morales, anderson and hernandez",,Only in ERP
2025-01-09,8196.22,vendor payment - delgado and sons,,Only in ERP
2025-01-15,5021.72,"insurance payout - simmons, benson and pittman",,Only in ERP
2025-01-29,724.79,"salary transfer - lawson, hernandez and sawyer",,Only in ERP
2025-02-24,3439.7,"service fee - banks, barrett and jackson",,Only in ERP
2025-02-11,1295.94,insurance payout - lopez group,,Only in ERP
2025-03-11,1459.56,salary transfer - henry and sons,,Only in ERP
2025-01-06,5971.54,bank charges - french-hoover,,Only in ERP
2025-01-09,1295.38,"office rent - bradford, west and white",,Only in ERP
2025-02-23,1763.7,"bank charges - hoffman, maynard and carter",,Only in ERP
2025-03-12,1733.56,salary transfer - patel inc,,Only in ERP
2025-03-16,502.92,"vendor payment - russell, villa and rodriguez",,Only in ERP
2025-03-22,6163.17,"office rent - simon, ramsey and shaffer",,Only in ERP
2025-01-03,8808.31,vendor payment - perez plc,,Only in ERP
2025-01-01,171.52,vendor payment - cruz-thomas,,Only in ERP
2025-04-01,6552.38,travel expense - cox plc,,Only in ERP
2025-02-23,6965.68,"equipment purchase - reese, davis and wong",,Only in ERP
2025-03-30,1356.23,office rent - barker group,,Only in ERP
2025-03-23,2782.4,equipment purchase - jensen-perez,,Only in ERP
2025-02-22,2468.61,office rent - jacobs and sons,,Only in ERP
2025-03-20,6947.57,insurance payout - foley llc,,Only in ERP
2025-01-24,7200.27,insurance payout - washington llc,,Only in ERP
2025-01-12,6309.2,"travel expense - shepherd, french and scott",,Only in ERP
2025-02-14,4245.98,customer refund - edwards-townsend,,Only in ERP
2025-01-31,1999.84,customer refund - tapia and sons,,Only in ERP
2025-01-13,6227.32,customer refund - crane-salazar,,Only in ERP
2025-03-06,2270.83,"salary transfer - kelly, vasquez and ware",,Only in ERP
2025-02-05,625.38,"vendor payment - perez, combs and hudson",,Only in ERP
2025-01-20,6883.91,equipment purchase - brown-spencer,,Only in ERP
2025-03-05,1845.61,invoice payment - rollins plc,,Only in ERP
2025-01-07,6484.12,"travel expense - holder, nelson and schultz",,Only in ERP
2025-01-27,4403.25,bank charges - wall ltd,,Only in ERP
2025-03-20,8071.02,equipment purchase - snow and sons,,Only in ERP
2025-01-06,1133.77,"invoice payment - schmidt, smith and mcdonald",,Only in ERP
2025-03-10,1841.29,"invoice payment - hayes, brown and rangel",,Only in ERP
2025-03-04,5197.55,vendor payment - hodge-dudley,,Only in ERP
2025-01-31,7241.89,"insurance payout - jones, ortega and patterson",,Only in ERP
2025-03-16,3327.13,salary transfer - jones-watts,,Only in ERP
2025-03-28,8993.89,salary transfer - johns-summers,,Only in ERP
2025-01-15,3328.71,"vendor payment - sandoval, hodge and jones",,Only in ERP
2025-01-31,7403.7,salary transfer - mullen inc,,Only in ERP
2025-02-18,8924.51,vendor payment - pollard-riley,,Only in ERP
2025-03-02,5892.41,invoice payment - beasley and sons,,Only in ERP
2025-02-25,1534.92,insurance payout - jones-brown,,Only in ERP
2025-02-28,1862.8,"bank charges - owens, choi and kirby",,Only in ERP
2025-01-18,4631.63,"salary transfer - mendoza, ruiz and pacheco",,Only in ERP
2025-03-22,3650.04,travel expense - kelley group,,Only in ERP
2025-01-26,3425.32,invoice payment - lam-moore,,Only in ERP
2025-03-30,5729.79,"travel expense - thomas, cantu and perez",,Only in ERP
2025-01-18,1199.98,equipment purchase - mahoney plc,,Only in ERP
2025-02-28,4240.42,bank charges - wong llc,,Only in ERP
2025-01-29,8875.45,"insurance payout - cunningham, smith and francis",,Only in ERP
2025-01-21,7916.51,insurance payout - harding group,,Only in ERP
2025-01-22,5823.4,customer refund - jones ltd,,Only in ERP
2025-01-30,956.1,customer refund - sanchez plc,,Only in ERP
2025-03-04,8635.77,"salary transfer - williams, thomas and dunn",,Only in ERP
2025-03-17,4787.54,equipment purchase - webb and sons,,Only in ERP
2025-02-05,243.59,"service fee - calderon, wright and dodson",,Only in ERP
2025-02-01,2553.53,"service fee - mason, oconnell and turner",,Only in ERP
2025-03-16,2301.83,insurance payout - deleon and sons,,Only in ERP
2025-01-20,9146.17,invoice payment - prince and sons,,Only in ERP
2025-02-23,9803.82,invoice payment - armstrong and sons,,Only in ERP
2025-03-02,7361.42,customer refund - castillo-smith,,Only in ERP
2025-01-05,4314.41,"service fee - stein, torres and holt",,Only in ERP
2025-03-03,8116.19,"vendor payment - walters, kennedy and silva",,Only in ERP
2025-02-27,5003.32,vendor payment - hawkins-roy,,Only in ERP
